province,date,R,se_R,days_infectious,ci_95_u,ci_95_l,ci_65_u,ci_65_l
Quebec,2020-12-08,1.1261019747946814,0.12256005270999715,7.0,1.3663152640496066,0.8858886855397564,1.240645287570846,1.0115586620185169
Quebec,2020-12-09,1.1275131332245452,0.12256005270999715,7.0,1.3677264224794703,0.8872998439696201,1.2420564460007097,1.0129698204483806
Quebec,2020-12-10,1.128253816167952,0.12256005270999715,7.0,1.3684671054228772,0.888040526913027,1.2427971289441166,1.0137105033917875
Quebec,2020-12-11,1.1271756389428598,0.12256005270999715,7.0,1.367388928197785,0.8869623496879347,1.2417189517190244,1.0126323261666952
Quebec,2020-12-12,1.1269986993600192,0.12256005270999715,7.0,1.3672119886149443,0.8867854101050942,1.2415420121361838,1.0124553865838546
Quebec,2020-12-13,1.1253159539140993,0.12256005270999715,7.0,1.3655292431690245,0.8851026646591743,1.239859266690264,1.0107726411379347
Quebec,2020-12-14,1.1214202604736492,0.12256005270999715,7.0,1.3616335497285743,0.8812069712187242,1.2359635732498138,1.0068769476974846
Quebec,2020-12-15,1.1213357198067826,0.12256005270999715,7.0,1.3615490090617077,0.8811224305518576,1.2358790325829472,1.006792407030618
Quebec,2020-12-16,1.1232283655359716,0.12256005270999715,7.0,1.3634416547908967,0.8830150762810466,1.2377716783121362,1.008685052759807
Quebec,2020-12-17,1.1250915111275948,0.12256005270999715,7.0,1.36530480038252,0.8848782218726697,1.2396348239037593,1.0105481983514302
Quebec,2020-12-18,1.1280098842055537,0.12256005270999715,7.0,1.3682231734604788,0.8877965949506287,1.2425531969817183,1.0134665714293891
Quebec,2020-12-19,1.1334558007183768,0.12256005270999715,7.0,1.373669089973302,0.8932425114634518,1.2479991134945414,1.0189124879422122
Quebec,2020-12-20,1.1380397476197328,0.12256005270999715,7.0,1.378253036874658,0.8978264583648078,1.2525830603958974,1.0234964348435682
Quebec,2020-12-21,1.1410961046120696,0.12256005270999715,7.0,1.3813093938669947,0.9008828153571445,1.2556394173882341,1.026552791835905
Quebec,2020-12-22,1.143984382375474,0.12256005270999715,7.0,1.3841976716303992,0.903771093120549,1.2585276951516386,1.0294410695993095
Quebec,2020-12-23,1.1463905595332835,0.12256005270999715,7.0,1.3866038487882086,0.9061772702783585,1.260933872309448,1.031847246757119
Quebec,2020-12-24,1.1482149212881176,0.12256005270999715,7.0,1.3884282105430428,0.9080016320331926,1.2627582340642822,1.033671608511953
Quebec,2020-12-25,1.148935209351786,0.12256005270999715,7.0,1.389148498606711,0.9087219200968609,1.2634785221279505,1.0343918965756214
Quebec,2020-12-26,1.1767655474602794,0.12256005270999715,7.0,1.4169788367152045,0.9365522582053544,1.291308860236444,1.0622222346841148
Quebec,2020-12-27,1.232362614817738,0.12256005270999715,7.0,1.4725759040726631,0.992149325562813,1.3469059275939026,1.1178193020415734
Quebec,2020-12-28,1.2090581179497735,0.12256005270999715,7.0,1.4492714072046986,0.9688448286948484,1.323601430725938,1.0945148051736089
Quebec,2020-12-29,1.1904526998586797,0.12256005270999715,7.0,1.4306659891136049,0.9502394106037547,1.3049960126348443,1.0759093870825152
Quebec,2020-12-30,1.17492234826292,0.12256005270999715,7.0,1.4151356375178452,0.9347090590079951,1.2894656610390847,1.0603790354867555
Quebec,2020-12-31,1.1609595189496569,0.12256005270999715,7.0,1.401172808204582,0.9207462296947319,1.2755028317258215,1.0464162061734923
Quebec,2021-01-01,1.1454746344514484,0.12256005270999715,7.0,1.3856879237063735,0.9052613451965233,1.260017947227613,1.0309313216752838
Quebec,2021-01-02,1.1570181449508798,0.12256005270999715,7.0,1.397231434205805,0.9168048556959548,1.2715614577270444,1.0424748321747153
Quebec,2021-01-03,1.1958624288595325,0.12256005270999715,7.0,1.4360757181144577,0.9556491396046075,1.3104057416356971,1.081319116083368
Quebec,2021-01-04,1.1592750244592538,0.12256005270999715,7.0,1.399488313714179,0.9190617352043288,1.2738183372354184,1.0447317116830892
Quebec,2021-01-05,1.1268466180094476,0.12256005270999715,7.0,1.3670599072643728,0.8866333287545226,1.2413899307856122,1.012303305233283
Quebec,2021-01-06,1.0981026535923013,0.12256005270999715,7.0,1.3383159428472264,0.8578893643373763,1.2126459663684659,0.9835593408161367
Quebec,2021-01-07,1.0710488812555985,0.12256005270999715,7.0,1.3112621705105236,0.8308355920006735,1.185592194031763,0.9565055684794339
Quebec,2021-01-08,1.0462528319190318,0.12256005270999715,7.0,1.286466121173957,0.8060395426641068,1.1607961446951964,0.9317095191428673
Quebec,2021-01-09,1.0224155077407042,0.12256005270999715,7.0,1.2626287969956294,0.7822022184857792,1.1369588205168688,0.9078721949645396
Quebec,2021-01-10,0.9940555550955772,0.12256005270999715,7.0,1.2342688443505023,0.7538422658406522,1.1085988678717418,0.8795122423194126
Quebec,2021-01-11,0.9661453360659251,0.12256005270999715,7.0,1.2063586253208503,0.7259320468110001,1.0806886488420897,0.8516020232897605
Quebec,2021-01-12,0.9443582161953596,0.12256005270999715,7.0,1.1845715054502848,0.7041449269404346,1.0589015289715242,0.8298149034191951
Quebec,2021-01-13,0.9268455339796229,0.12256005270999715,7.0,1.167058823234548,0.6866322447246979,1.0413888467557875,0.8123022212034583
Quebec,2021-01-14,0.9112432087491857,0.12256005270999715,7.0,1.1514564980041109,0.6710299194942607,1.0257865215253503,0.7966998959730212
